filter0	0.1344522	-0.13459772
filter1	0.11224432	-0.11236506
filter2	0.113116	-0.113241374
filter3	-0.13945904	0.13931495
filter4	0.12470531	-0.124805994
filter5	-0.13121477	0.13110255
filter6	-0.10865991	0.10853744
filter7	-0.1161777	0.11613537
filter8	-0.34329996	0.344164
filter9	-0.10391836	0.10382671
filter10	0.053757347	-0.05387544
filter11	0.12172853	-0.12178482
filter12	-0.0836098	0.08355326
filter13	-0.10467217	0.10453066
filter14	-0.121516705	0.121424034
filter15	0.18648751	-0.18657346
filter16	0.09841936	-0.09850773
filter17	-0.14368956	0.14346507
filter18	-0.111056246	0.11097269
filter19	0.15594207	-0.15595904
filter20	0.26219168	-0.26228088
filter21	-0.089846656	0.08972
filter22	0.12832434	-0.12832959
filter23	-0.08717674	0.08712295
filter24	0.16379873	-0.16400132
filter25	-0.1048321	0.104737066
filter26	0.15068571	-0.15072346
filter27	-0.10517938	0.10509925
filter28	0.1279357	-0.12799047
filter29	0.1927435	-0.19290453
filter30	-0.121898614	0.121641375
filter31	0.31580913	-0.31613085
filter32	-0.07198331	0.071840875
filter33	-0.3175533	0.3174941
filter34	-0.10565456	0.10551612
filter35	0.13042404	-0.13049857
filter36	-0.1671975	0.16703276
filter37	-0.1618674	0.16181867
filter38	0.15818267	-0.15835492
filter39	-0.10850337	0.10839904
filter40	0.20304932	-0.20320979
filter41	-0.07655146	0.0763652
filter42	0.17610036	-0.17612445
filter43	0.17581595	-0.17593853
filter44	0.13180938	-0.13189416
filter45	-0.16519241	0.16489086
filter46	0.14902367	-0.14914878
filter47	0.15535767	-0.15548581
filter48	-0.14771561	0.14757493
filter49	-0.13124575	0.13114256
filter50	0.15453428	-0.1546928
filter51	-0.099093385	0.09899977
filter52	-0.146199	0.14597327
filter53	-0.118157595	0.118076965
filter54	-0.08804134	0.08790658
filter55	0.08577905	-0.0859111
filter56	0.13238259	-0.13262676
filter57	-0.19017176	0.19018121
filter58	0.17592703	-0.17593576
filter59	0.11777548	-0.11789361
filter60	0.10127564	-0.101365335
filter61	0.11508373	-0.11514626
filter62	0.19937015	-0.19949552
filter63	-0.230123	0.2301443
filter64	-0.12473262	0.12457824
filter65	-0.24280013	0.24280982
filter66	-0.075227655	0.07512506
filter67	-0.1445584	0.1444949
filter68	0.16535342	-0.16548473
filter69	-0.1371457	0.13700014
filter70	0.07910062	-0.07923969
filter71	-0.20452721	0.20445302
filter72	-0.25361001	0.25362033
filter73	-0.1448205	0.14466067
filter74	0.16041896	-0.16058977
filter75	0.16349399	-0.1635002
filter76	0.10670082	-0.106875874
filter77	-0.01773163	0.017611502
filter78	0.13936254	-0.13962103
filter79	0.14008169	-0.14019635
filter80	0.08166046	-0.08173065
filter81	-0.08519579	0.08514315
filter82	0.14551477	-0.14567107
filter83	0.17620987	-0.176197
filter84	0.19687475	-0.19693816
filter85	-0.07342627	0.07328486
filter86	0.10392138	-0.10394637
filter87	0.1420033	-0.14204706
filter88	-0.08024055	0.08019014
filter89	0.08592025	-0.086035684
filter90	0.21813573	-0.21833433
filter91	0.1935275	-0.19364235
filter92	-0.13076909	0.13066243
filter93	-0.09263337	0.09255781
filter94	-0.18233849	0.18228187
filter95	-0.13411137	0.13401613
filter96	-0.17215657	0.17208482
filter97	-0.10416339	0.10396147
filter98	-0.102918416	0.10275395
filter99	0.13051249	-0.13062547
filter100	-0.184435	0.18446024
filter101	0.15579619	-0.15604205
filter102	0.11737505	-0.11745818
filter103	-0.10183934	0.101509295
filter104	0.18684167	-0.1869616
filter105	-0.21625738	0.21454681
filter106	0.17468183	-0.17477182
filter107	-0.10197711	0.101903275
filter108	-0.061759762	0.061662443
filter109	-0.13853736	0.13838278
filter110	0.13435689	-0.13442555
filter111	0.13679153	-0.13691254
filter112	-0.09769449	0.09754198
filter113	-0.05545301	0.055364072
filter114	-0.16121227	0.1609775
filter115	0.1531916	-0.15320267
filter116	0.18904142	-0.18923278
filter117	0.17138863	-0.17149289
filter118	0.22461621	-0.22459066
filter119	-0.1012727	0.1011464
filter120	-0.08967129	0.08951755
filter121	-0.1961518	0.19591151
filter122	0.15257248	-0.15268798
filter123	-0.13583104	0.13576064
filter124	-0.11491117	0.11479182
filter125	0.14848837	-0.14868002
filter126	-0.20985048	0.2098009
filter127	0.07121244	-0.0712583
