filter0	0.34477035759928315	0.3693106407884779	0.48290604179203717
filter1	0.463120038830863	0.3162279324172314	0.25835787338683847
filter2	0.31769979122984393	0.3693072495464916	0.6789137474858626
filter3	0.47841483114307437	0.3185225268600495	0.2403627806218735
filter4	0.31593294819283085	0.371942047406355	0.6866752729107316
filter5	0.3784394970961703	0.315992440740543	0.4406986634962897
filter6	0.35548190817169384	0.34281256862226994	0.4818267183827989
filter7	0.32117214208346395	0.3650877119740561	0.6655735598827155
filter8	0.5319762108329525	0.261483249150648	0.26030935241584013
filter9	0.4536904213097845	0.3256202356933476	0.26030766618218154
filter10	0.3166369565774731	0.36675897163572	0.6885464288377497
filter11	0.3438187309144363	0.3459742462016055	0.531017089632974
filter12	0.31966530894807216	0.3705711688270458	0.6471878020063015
filter13	0.3782813635419738	0.3424129544644688	0.3859567036346045
filter14	0.3366132244310421	0.3483322495587607	0.5792781775692373
filter15	0.4584250817397644	0.32455929268630956	0.2560070045946741
