filter0	-1.15314	0.2812555	0.8983083
filter1	0.47706598	-0.23504287	-0.51558375
filter2	0.5860507	-0.89209145	-0.4620721
filter3	0.42413768	-0.071366414	-0.7665796
filter4	0.7605892	-0.70329773	-0.6093683
filter5	0.475712	-0.3983232	-0.28885862
filter6	0.88975245	-0.12862532	-0.7995429
filter7	-1.3667209	0.033958852	0.9769979
filter8	-0.59491515	0.28293082	0.4422788
filter9	-0.5775867	0.24661276	0.66880554
filter10	-0.79798144	-0.16353351	0.5892444
filter11	0.21879631	0.6472725	-0.44073507
filter12	-0.7462257	-0.020454708	0.5826737
filter13	0.55135256	-0.20544967	-0.59635735
filter14	0.74624026	0.47544685	-0.7979342
filter15	-1.4135253	-0.5790669	1.512343
