filter0	-0.7789486	0.7789487
filter1	-1.2071124	1.2071129
filter2	0.9301635	-0.9301631
filter3	-1.2254905	1.2254906
filter4	0.93155986	-0.93155944
filter5	-0.84715414	0.84715456
filter6	0.786996	-0.7869957
filter7	-1.0325432	1.0325435
filter8	1.0495498	-1.0495491
filter9	-1.2936283	1.2936286
filter10	0.9128353	-0.9128347
filter11	0.8887233	-0.8887226
filter12	-1.0233438	1.0233442
filter13	0.6401961	-0.64019585
filter14	0.7769341	-0.7769337
filter15	1.2803398	-1.2803394
filter16	0.99090284	-0.9909024
filter17	0.8671637	-0.8671633
filter18	1.0114115	-1.0114111
filter19	-0.8032782	0.80327857
filter20	-1.0300426	1.0300435
filter21	-0.778212	0.77821213
filter22	0.7223636	-0.72236335
filter23	-0.73366755	0.7336677
filter24	0.8641417	-0.86414117
filter25	1.1650398	-1.1650392
filter26	1.178499	-1.1784981
filter27	0.8240819	-0.8240814
filter28	0.73053545	-0.7305352
filter29	0.67159206	-0.67159176
filter30	0.87662673	-0.87662643
filter31	0.9465109	-0.9465107
filter32	1.1517158	-1.1517152
filter33	-1.0680243	1.068025
filter34	0.606518	-0.60651755
filter35	-0.6723263	0.67232645
filter36	0.99611676	-0.99611616
filter37	1.1101601	-1.1101598
filter38	0.95253175	-0.95253116
filter39	-0.76442015	0.7644205
filter40	-0.73893154	0.7389321
filter41	0.7030248	-0.70302427
filter42	-0.99408615	0.99408674
filter43	-0.8160908	0.81609124
filter44	1.2500726	-1.2500719
filter45	0.9794237	-0.9794233
filter46	-0.7544955	0.7544958
filter47	-0.72530496	0.72530514
filter48	1.1161493	-1.1161484
filter49	0.98315996	-0.98315924
filter50	1.044299	-1.0442984
filter51	0.67345834	-0.673458
filter52	-0.9222477	0.92224777
filter53	-0.722403	0.7224033
filter54	1.0131776	-1.0131772
filter55	-1.0585717	1.0585718
filter56	1.0559765	-1.0559759
filter57	-1.0254354	1.025436
filter58	0.71710336	-0.71710294
filter59	-0.8947567	0.89475703
filter60	-0.7696325	0.76963246
filter61	0.9319629	-0.9319625
filter62	1.1802863	-1.180286
filter63	1.1098348	-1.1098343
filter64	0.9923463	-0.99234587
filter65	-0.9770725	0.97707295
filter66	-0.90626746	0.90626794
filter67	-0.6721573	0.6721574
filter68	-1.0294305	1.029431
filter69	0.6369521	-0.6369518
filter70	-0.68069667	0.6806968
filter71	-0.79639834	0.79639864
filter72	-0.8888959	0.88889635
filter73	-0.9172909	0.91729146
filter74	-0.96716636	0.9671667
filter75	0.88220316	-0.88220286
filter76	0.746257	-0.74625653
filter77	-0.8158094	0.8158099
filter78	0.8883595	-0.8883589
filter79	-0.73326457	0.73326486
filter80	0.60181403	-0.60181385
filter81	1.258101	-1.2580999
filter82	-0.9516569	0.95165724
filter83	-0.62901825	0.62901837
filter84	-0.7571568	0.7571569
filter85	-0.85047287	0.8504731
filter86	-0.89355016	0.89355075
filter87	0.84501827	-0.84501785
filter88	1.1374357	-1.1374347
filter89	-0.98303455	0.9830349
filter90	-1.0259887	1.0259892
filter91	1.323528	-1.3235271
filter92	-0.7944195	0.79442006
filter93	0.838949	-0.83894855
filter94	0.8260491	-0.82604873
filter95	1.0540853	-1.0540847
filter96	0.74043256	-0.7404322
filter97	0.8285863	-0.82858574
filter98	1.3987604	-1.3987598
filter99	-1.0480757	1.0480762
filter100	-0.8307018	0.8307022
filter101	-0.6985198	0.69852006
filter102	-0.89755684	0.8975571
filter103	0.83050036	-0.8305
filter104	-0.8820773	0.8820776
filter105	0.7729873	-0.7729869
filter106	0.8160936	-0.8160931
filter107	0.70788544	-0.7078852
filter108	0.6023729	-0.6023726
filter109	0.8541431	-0.85414267
filter110	-0.7198437	0.7198441
filter111	1.176816	-1.1768154
filter112	0.7779083	-0.777908
filter113	0.9700139	-0.97001344
filter114	0.92226154	-0.9222612
filter115	1.1161307	-1.1161301
filter116	-1.042179	1.0421793
filter117	-0.94642687	0.9464277
filter118	-0.8612973	0.8612974
filter119	-1.1622409	1.1622419
filter120	-0.90741885	0.9074194
filter121	-1.0763747	1.0763751
filter122	-0.8939096	0.8939101
filter123	-0.6135003	0.6135006
filter124	-0.85977924	0.8597798
filter125	-0.8774491	0.8774497
filter126	0.83521223	-0.8352117
filter127	0.8387951	-0.83879477
