filter0	-0.02073713	0.016916696	0.019536959
filter1	0.39549774	-0.3915721	-0.6360034
filter2	-0.051471844	0.053299125	-0.0071053104
filter3	0.49223685	-0.4887594	-0.5902885
filter4	0.5204348	-0.5215046	-0.5650977
filter5	-0.42921066	0.43313366	0.55346364
filter6	-0.244214	0.24210499	0.24799363
filter7	0.6925144	-0.6872249	-0.9875572
filter8	-0.097616196	0.08819978	0.06639787
filter9	0.02546118	-0.024031755	-0.031093748
filter10	0.44733846	-0.44669995	-0.48452237
filter11	0.12946005	-0.13103558	-0.15469573
filter12	0.3648243	-0.35892108	-0.4234639
filter13	0.51913065	-0.5280902	-0.032731682
filter14	0.55856436	-0.54685545	-0.6744957
filter15	0.38173732	0.60714036	-1.1022032
